payment_id,customer_id,amount,currency,payment_method,status,failure_reason,attempt_number,recovered,recovered_amount,recovery_action,recovery_time_hours,created_at
3313f01d-4dad-4812-9662-f38daf1a8439,cust_884,4220.22,INR,netbanking,failed,network_error,1,True,4220.22,human_agent_escalation,36.9,2026-07-20T18:22:54.239618
78461311-1dcf-45ed-9a60-1f75c2fa18f5,cust_1735,3396.43,INR,upi,success,,1,False,0.0,,,2026-06-29T21:48:54.239618
2850a085-ef36-432f-9b58-00ec9635c3f4,cust_343,2372.44,INR,upi,success,,1,False,0.0,,,2026-08-17T04:54:54.239618
577f6594-15e2-42b9-874d-3dd6def86e1f,cust_637,9495.48,INR,upi,success,,1,False,0.0,,,2026-08-19T14:43:54.239618
433328f5-2e19-4297-b8e1-82e0bb9b27f6,cust_271,169.0,INR,netbanking,failed,insufficient_funds,1,True,169.0,smart_dunning_sms,6.0,2026-06-26T08:58:54.239618
3a313426-05d2-45a5-a38b-e3da824e00e2,cust_2494,3861.84,INR,wallet,failed,insufficient_funds,1,True,3861.84,delayed_retry,33.8,2026-06-20T15:22:54.239618
46ba4e0d-8ba4-467c-8688-5109dac19aaa,cust_672,4656.25,INR,netbanking,success,,1,False,0.0,,,2026-08-18T12:27:54.239618
5494e5f5-a15d-443e-ac8e-2821b80c997c,cust_1062,6851.8,INR,upi,success,,1,False,0.0,,,2026-06-29T02:47:54.239618
1c0c9cbe-b331-4609-a568-266a52475cc3,cust_484,2302.19,INR,upi,success,,2,False,0.0,,,2026-06-10T11:11:54.239618
ff451ac7-0408-4f4d-b56c-b769d337365b,cust_1078,2942.83,INR,card,success,,1,False,0.0,,,2026-07-07T10:22:54.239618
d8442a54-02e7-42fd-b206-502e6eb96260,cust_228,5927.47,INR,netbanking,success,,1,False,0.0,,,2026-06-27T20:58:54.239618
b984b4b8-2504-4829-830b-1f738e8458ca,cust_422,9339.89,INR,card,success,,1,False,0.0,,,2026-06-04T21:16:54.239618
11f263f3-4c6a-41ef-8b49-1da53d1db60d,cust_181,1862.21,INR,upi,success,,1,False,0.0,,,2026-08-27T09:55:54.239618
ebb5d44f-8227-4062-a1c9-e30e88955e57,cust_615,3103.48,INR,card,success,,3,False,0.0,,,2026-08-16T18:05:54.239618
ab7b3703-0801-4078-bd48-93a0f3f314dc,cust_1718,11055.87,INR,card,success,,1,False,0.0,,,2026-07-03T18:34:54.239618
696b1ed9-8b16-487d-a24a-b7dc8f7ee918,cust_1112,360.82,INR,card,success,,1,False,0.0,,,2026-06-09T10:43:54.239618
ca52f105-b1fa-4af6-a1a7-01fcc3791d35,cust_735,1311.58,INR,card,success,,1,False,0.0,,,2026-07-11T03:30:54.239618
929db631-2fb5-4121-8abd-9527f3e7ddec,cust_283,9129.37,INR,netbanking,success,,2,False,0.0,,,2026-06-12T12:22:54.239618
708df040-d1a1-4689-aff8-b0e71101fcf0,cust_2266,6524.27,INR,upi,success,,1,False,0.0,,,2026-08-15T01:26:54.239618
93e8251f-e9aa-4e84-ab03-7ae64528905b,cust_1245,3905.73,INR,upi,failed,bank_decline,1,False,0.0,,,2026-08-13T23:27:54.239618
24bd6620-cd68-47b0-9483-9a7c890e8fe5,cust_2239,1629.88,INR,upi,success,,1,False,0.0,,,2026-06-25T20:39:54.239618
b2e0c00c-79c1-43ea-b332-52abfed33af9,cust_2219,1103.63,INR,card,failed,network_error,2,True,1103.63,smart_dunning_sms,40.8,2026-08-30T05:08:54.239618
6754dd40-fae5-4f25-877a-bb6574a6bf53,cust_1260,1433.55,INR,card,success,,1,False,0.0,,,2026-07-19T10:31:54.239618
bf2e01ea-a01c-4ca4-9dd9-27462cc4d79c,cust_246,9830.13,INR,upi,success,,1,False,0.0,,,2026-06-25T17:19:54.239618
b16ed20f-ca9e-4f23-8415-4b36bcef8c39,cust_2129,1386.31,INR,card,success,,2,False,0.0,,,2026-08-11T17:28:54.239618
632a8c34-2641-4f84-902e-55642805ee86,cust_348,2673.87,INR,upi,success,,1,False,0.0,,,2026-07-10T13:08:54.239618
9f81663b-13df-42a2-a567-f62a100fc592,cust_307,1238.51,INR,upi,success,,1,False,0.0,,,2026-06-16T13:12:54.239618
52264eb6-ce77-44cc-a2d6-78470b1d59ce,cust_970,5210.84,INR,netbanking,failed,network_error,2,True,5210.84,switch_payment_method,11.6,2026-07-10T10:05:54.239618
158a9c0a-1bbf-4fd8-b008-d50098840b97,cust_831,1502.89,INR,netbanking,success,,2,False,0.0,,,2026-06-14T06:28:54.239618
f487ed94-dfc0-4b62-b9bb-958abea4d92e,cust_674,2235.38,INR,upi,success,,1,False,0.0,,,2026-07-07T06:21:54.239618
68555fe8-a9dc-4120-af3f-f3a394a29c95,cust_851,536.44,INR,netbanking,failed,bank_decline,1,False,0.0,,,2026-06-12T21:11:54.239618
f8c80f9b-c3cc-4646-8812-21f69e38b0a4,cust_1247,571.33,INR,card,success,,1,False,0.0,,,2026-07-04T11:44:54.239618
acde6739-385c-46e0-85da-80f2f627a5e6,cust_608,2457.51,INR,card,success,,1,False,0.0,,,2026-07-21T09:20:54.239618
f73e97df-ef6a-465c-9d93-04db4d33398c,cust_201,740.52,INR,wallet,failed,authentication_failed,1,False,0.0,,,2026-06-07T11:33:54.239618
48362118-3081-4277-9ed0-ff8313a0454e,cust_2278,16229.37,INR,upi,failed,insufficient_funds,1,True,16229.37,delayed_retry,6.7,2026-06-17T09:02:54.239618
ec9ce4f1-71e0-47b8-9dcb-b140660cb6a0,cust_1641,381.7,INR,upi,success,,1,False,0.0,,,2026-07-27T15:46:54.239618
736b1c2c-a70a-4fe3-802a-f9be3d7f39d0,cust_2401,1187.78,INR,netbanking,success,,2,False,0.0,,,2026-06-10T12:30:54.239618
b34240a5-d804-4fbd-bcb4-cbc46acdd647,cust_810,2477.56,INR,upi,failed,network_error,1,True,2477.56,smart_dunning_sms,2.9,2026-08-19T03:25:54.239618
68bdeaf7-f95f-4ded-af11-3b5db11e0a18,cust_2351,1757.03,INR,card,success,,1,False,0.0,,,2026-07-09T11:45:54.239618
5f139385-a553-4a62-ad50-86888106e2d6,cust_1748,903.49,INR,upi,success,,1,False,0.0,,,2026-06-30T03:01:54.239618
2f92a9de-e188-4cca-a4dc-9729b64d68ba,cust_1827,1030.57,INR,upi,success,,1,False,0.0,,,2026-07-01T12:20:54.239618
b37d699b-6614-4cb6-91bb-67fc65fc7c9d,cust_2044,1000.66,INR,card,success,,1,False,0.0,,,2026-06-30T02:50:54.239618
1efa2b07-22e3-4ee1-82fc-9f6ee8c80f0c,cust_1569,1885.5,INR,netbanking,success,,1,False,0.0,,,2026-07-22T12:19:54.239618
8696dc6a-f75c-4908-8d2e-1126b1d20492,cust_1021,14139.62,INR,upi,failed,network_error,2,True,14139.62,smart_dunning_sms,16.8,2026-07-09T11:14:54.239618
441ed682-db73-4e77-a93b-3bba12612912,cust_2317,2617.94,INR,card,success,,1,False,0.0,,,2026-07-03T16:15:54.239618
cf93c838-8f34-4f04-821c-f133b3f63df7,cust_2446,7077.04,INR,card,success,,2,False,0.0,,,2026-06-09T23:39:54.239618
cd096289-72bc-4ce5-88e6-70f96194c919,cust_1933,3851.73,INR,upi,failed,bank_decline,2,True,3851.73,delayed_retry,13.2,2026-09-01T07:21:54.239618
d43cf154-4c74-49a1-a8ba-688061715338,cust_230,6650.69,INR,netbanking,failed,network_error,1,False,0.0,,,2026-07-10T00:11:54.239618
e019f79b-6923-49b5-a273-e2b1510dd35c,cust_712,196.38,INR,card,failed,network_error,1,False,0.0,,,2026-08-07T03:39:54.239618
af22a605-5d76-4f52-8ab7-3a0ed2cd076b,cust_116,1855.65,INR,upi,success,,1,False,0.0,,,2026-08-29T23:24:54.239618
a20ee27e-c7b6-4e57-ac12-225be053b3e5,cust_772,7914.26,INR,netbanking,success,,3,False,0.0,,,2026-06-20T15:10:54.239618
4abe5e4c-e5f2-4e31-b0ca-3a4d8adfa35a,cust_2009,1458.9,INR,card,success,,1,False,0.0,,,2026-06-06T11:12:54.239618
b320bd2a-750d-4e2c-9cef-4f5c5b338098,cust_2157,11923.02,INR,upi,success,,1,False,0.0,,,2026-08-17T01:22:54.239618
a7060b2e-e6eb-4735-a6a1-79aaf976d968,cust_535,9278.93,INR,card,success,,1,False,0.0,,,2026-08-22T16:18:54.239618
3acc0020-b46b-44c5-a62d-44f0fbe9751e,cust_1326,1600.04,INR,upi,success,,1,False,0.0,,,2026-06-17T13:06:54.239618
9f9be9c1-8e88-447b-91cd-4fea01437d09,cust_455,1551.77,INR,netbanking,failed,authentication_failed,3,True,1551.77,switch_payment_method,14.8,2026-08-29T09:19:54.239618
d1e82fcd-5bfe-4fab-b8ac-bb13b73874f0,cust_559,980.2,INR,card,success,,1,False,0.0,,,2026-07-18T23:58:54.239618
bef03c82-d4e2-40fa-a801-7b6abf30053a,cust_1300,1384.88,INR,card,failed,expired_card,3,False,0.0,,,2026-08-28T04:45:54.239618
bb28595a-4e03-4fcb-a9cf-c7a9123ea1f9,cust_915,804.86,INR,card,success,,2,False,0.0,,,2026-08-10T11:06:54.239618
1d2e8e4a-bb71-448c-83d5-2d304bc59817,cust_1207,3590.08,INR,upi,success,,1,False,0.0,,,2026-08-30T00:07:54.239618
cc50d1b8-e90e-4f6c-8737-87dad60a1674,cust_2347,658.23,INR,upi,failed,bank_decline,3,False,0.0,,,2026-06-07T14:24:54.239618
8e93dd0d-b629-4e1d-94cf-d6065b1249ec,cust_905,4202.18,INR,upi,success,,1,False,0.0,,,2026-07-04T19:06:54.239618
dd77a098-eb74-4b78-aef1-f22bcfc26e26,cust_319,4295.27,INR,upi,success,,3,False,0.0,,,2026-08-24T05:40:54.239618
58fe1db2-5c31-47b1-bf4c-a8ee646ef91e,cust_364,547.26,INR,card,success,,1,False,0.0,,,2026-06-05T16:33:54.239618
782ee6e1-ecf8-4baa-ab56-b6b4971b7c6b,cust_1087,9846.16,INR,upi,success,,1,False,0.0,,,2026-08-15T06:56:54.239618
304127ed-547e-4dee-ab9d-34913d6c3b96,cust_443,3874.8,INR,upi,success,,1,False,0.0,,,2026-06-19T19:02:54.239618
5cba0471-f908-44f7-9032-a8a6f7383461,cust_1696,4792.12,INR,upi,success,,1,False,0.0,,,2026-06-13T21:14:54.239618
bee6d957-70f6-403e-ab49-67fa0cda1039,cust_1964,1232.99,INR,card,success,,2,False,0.0,,,2026-07-15T17:31:54.239618
a92545e8-c671-4a0c-a237-6544717ccc05,cust_302,4273.3,INR,upi,success,,1,False,0.0,,,2026-06-14T04:26:54.239618
fb760af7-2215-4082-97a3-d8059aa03888,cust_304,6726.12,INR,card,success,,2,False,0.0,,,2026-06-11T11:30:54.239618
64ac5cf6-d1c4-4910-bdcb-4edd4960475d,cust_2241,2233.34,INR,wallet,failed,authentication_failed,1,True,2233.34,smart_dunning_sms,45.3,2026-08-24T22:56:54.239618
a13102e0-f229-4a35-9caf-1c88f35f878f,cust_676,14790.35,INR,card,success,,1,False,0.0,,,2026-07-04T18:57:54.239618
9e369384-9464-4413-9039-2b304121c7ef,cust_842,2539.34,INR,upi,failed,network_error,1,True,2539.34,switch_payment_method,11.8,2026-07-23T19:35:54.239618
a4b71074-a4ce-4ad9-8137-0868e2662dd9,cust_204,6813.81,INR,upi,success,,1,False,0.0,,,2026-06-09T14:44:54.239618
5ac69a18-4710-471c-820c-572535452f59,cust_1478,3177.05,INR,upi,success,,1,False,0.0,,,2026-07-31T13:11:54.239618
bd39e92e-eb63-4f25-a244-e42cbdbf1668,cust_2459,4133.87,INR,netbanking,success,,1,False,0.0,,,2026-08-01T17:48:54.239618
b3ceba8f-1179-4424-838b-8d172bb0f72f,cust_1196,542.29,INR,card,success,,1,False,0.0,,,2026-07-17T12:27:54.239618
9db1b403-c7ac-473e-a1e2-211d4b61b280,cust_2004,3408.23,INR,upi,success,,1,False,0.0,,,2026-07-08T10:10:54.239618
6f85bc59-0a8c-4dcd-8273-b52c901d979f,cust_1563,1259.57,INR,upi,success,,1,False,0.0,,,2026-07-16T23:36:54.239618
821d84e0-a39d-49c6-bac4-6ba4eb35ba5e,cust_1079,1139.38,INR,card,success,,1,False,0.0,,,2026-08-12T02:56:54.239618
3c2adc26-0bbc-4904-a38c-b5f6aefc487a,cust_397,11727.51,INR,upi,success,,1,False,0.0,,,2026-09-01T00:12:54.239618
7e875fa5-ad5f-42ec-905b-1a795e760483,cust_2416,2013.45,INR,card,success,,1,False,0.0,,,2026-07-22T05:15:54.239618
1aaf1347-8ef4-4f06-bd4a-da5467e2da9e,cust_1715,989.33,INR,card,success,,3,False,0.0,,,2026-06-26T02:26:54.239618
9a7eade8-4003-43e0-9427-f7eb8c85a7c7,cust_1951,1766.55,INR,upi,success,,1,False,0.0,,,2026-06-07T19:31:54.239618
32028d2b-b5ea-4240-b45f-5ce844131d14,cust_2057,757.18,INR,upi,success,,1,False,0.0,,,2026-09-02T02:31:54.239618
1c028357-1e89-4d33-876a-2ada4aa81068,cust_604,8870.58,INR,card,success,,2,False,0.0,,,2026-09-02T06:03:54.239618
7ffdef6b-ee87-4940-99ae-3b8d2f962279,cust_685,1304.91,INR,netbanking,success,,1,False,0.0,,,2026-09-02T14:35:54.239618
3ce0d0dd-7770-4e68-a951-e9236e13a1ea,cust_1784,3929.9,INR,netbanking,success,,2,False,0.0,,,2026-07-28T19:34:54.239618
4aeeeb99-4896-4a28-a997-d36702d1c462,cust_1057,8270.88,INR,card,success,,1,False,0.0,,,2026-06-12T13:46:54.239618
c8a2f266-3241-4080-831b-80323f371e6e,cust_1590,1555.98,INR,netbanking,failed,authentication_failed,1,False,0.0,,,2026-07-21T22:56:54.239618
11682505-67bb-4dbc-8fef-8edfc22bd6d7,cust_51,3939.54,INR,card,success,,1,False,0.0,,,2026-07-12T09:01:54.239618
3365a5f3-5552-4e7b-9168-cbd9dab48b18,cust_613,965.77,INR,card,success,,1,False,0.0,,,2026-08-29T04:21:54.239618
7e294a1c-43b4-4872-acaa-27508a5ed8ff,cust_411,22052.75,INR,card,success,,1,False,0.0,,,2026-07-23T09:46:54.239618
894da6f7-74af-4c11-8434-14270ca01b36,cust_1409,5668.85,INR,upi,success,,1,False,0.0,,,2026-07-17T17:03:54.239618
418f151e-f6d6-4964-8b0e-82186fdd641a,cust_154,2052.17,INR,card,success,,1,False,0.0,,,2026-08-05T14:55:54.239618
9dc5dcad-b5d0-4277-b666-fca7d12cec0e,cust_1646,1217.37,INR,card,success,,2,False,0.0,,,2026-06-26T06:39:54.239618
988b71b1-5b92-469d-bbd4-2f2781526192,cust_202,2202.62,INR,netbanking,success,,2,False,0.0,,,2026-08-18T01:16:54.239618
e6b2300d-2104-4059-9f52-0d0ee9510d98,cust_1242,1797.25,INR,card,failed,insufficient_funds,2,False,0.0,,,2026-08-05T23:44:54.239618
ae450225-6f34-4fbf-aa92-2c9d4374123c,cust_934,14152.55,INR,upi,success,,3,False,0.0,,,2026-08-18T19:42:54.239618
e653be6b-8faa-4ad9-b7e8-611584e7b783,cust_1315,809.99,INR,upi,success,,1,False,0.0,,,2026-06-21T18:13:54.239618
1a7c27db-a4b0-4712-b22e-af4bcb97304b,cust_1810,2755.41,INR,netbanking,failed,expired_card,2,False,0.0,,,2026-08-12T18:48:54.239618
121842cf-cf22-45cb-92cf-573aea9c798b,cust_231,2400.65,INR,upi,success,,1,False,0.0,,,2026-07-20T18:46:54.239618
413c99e8-b072-4c6b-98f8-7c2c8f0dc129,cust_1653,2195.86,INR,card,failed,bank_decline,2,True,2195.86,delayed_retry,40.3,2026-06-07T06:54:54.239618
16fa46d0-2c3e-43da-b80b-f86007ba0b6d,cust_1022,2213.31,INR,upi,success,,1,False,0.0,,,2026-06-22T18:37:54.239618
910b1539-9d99-4523-b5a7-697cbf9c203e,cust_1123,2198.51,INR,netbanking,success,,1,False,0.0,,,2026-08-27T16:09:54.239618
7d687669-27bc-4e1b-9279-6b301e958779,cust_508,5354.86,INR,card,success,,1,False,0.0,,,2026-07-15T06:11:54.239618
cecf16db-4dd6-4d2d-be01-8e1ab2715f3d,cust_728,4222.09,INR,card,success,,1,False,0.0,,,2026-08-19T21:32:54.239618
51eecdc8-a3d2-4338-8945-51f152c1f438,cust_1060,3558.24,INR,card,success,,1,False,0.0,,,2026-06-19T11:32:54.239618
1ce88ae4-70f2-4b87-b37a-9f4b8114aa42,cust_2344,159.08,INR,upi,success,,1,False,0.0,,,2026-06-23T11:16:54.239618
bb0fdf3e-6818-437b-a4cf-f3cc7814e932,cust_1103,3196.51,INR,upi,failed,insufficient_funds,1,False,0.0,,,2026-08-31T16:24:54.239618
f7c51ad7-fa28-4f07-953f-de5dc14c0807,cust_542,550.0,INR,wallet,success,,1,False,0.0,,,2026-06-27T15:01:54.239618
96a80a6c-3639-4d42-8576-ff1d37c2b919,cust_2492,4366.37,INR,upi,failed,authentication_failed,3,False,0.0,,,2026-07-13T05:29:54.239618
59344614-9889-490f-843a-353c30aab952,cust_1881,9200.82,INR,upi,success,,1,False,0.0,,,2026-08-18T16:24:54.239618
030d6c0e-c41a-4843-80d4-66af3c147ad2,cust_1627,1060.38,INR,upi,failed,network_error,1,True,1060.38,human_agent_escalation,29.4,2026-08-31T14:59:54.239618
8c214e43-1152-4a6f-a2ce-df2acc58975b,cust_1223,1928.31,INR,card,success,,1,False,0.0,,,2026-06-29T19:39:54.239618
256da225-0536-4bd4-a5b7-70a193c5a21d,cust_1332,1423.08,INR,upi,failed,bank_decline,1,True,1423.08,delayed_retry,43.2,2026-07-01T20:23:54.239618
907fedea-3c9d-4420-bfb9-572b929d0ff0,cust_2458,7419.66,INR,upi,success,,1,False,0.0,,,2026-06-06T23:16:54.239618
0589a0eb-15bd-44df-b589-a3464d5b7e9f,cust_2038,2658.52,INR,upi,success,,1,False,0.0,,,2026-06-07T20:49:54.239618
a46c0238-b787-4da9-a9f3-4174e7dc6138,cust_2389,11562.2,INR,card,failed,expired_card,1,False,0.0,,,2026-06-24T21:25:54.239618
bb1ead3a-0f33-4063-ac10-5b10d40b0ff4,cust_1949,3541.76,INR,card,failed,expired_card,1,True,3541.76,send_payment_link,22.9,2026-08-20T04:04:54.239618
728f3ab5-8848-4fd2-ab3c-948ff9c176ca,cust_1060,3035.72,INR,card,failed,network_error,2,True,3035.72,delayed_retry,17.4,2026-08-25T12:51:54.239618
f2241f57-1b3c-44d2-b658-273ed27a9f6e,cust_1258,2595.11,INR,card,success,,2,False,0.0,,,2026-07-27T22:51:54.239618
f00b3453-2c44-4ba9-b87d-78b21dd86a5a,cust_1205,5095.91,INR,upi,success,,1,False,0.0,,,2026-08-01T09:31:54.239618
abd44d46-c35c-4858-93ef-85efcfcba195,cust_2391,510.85,INR,upi,success,,1,False,0.0,,,2026-06-22T08:39:54.239618
fe557a90-8c19-451f-9e09-095abacc759a,cust_2050,2635.45,INR,wallet,success,,1,False,0.0,,,2026-07-12T06:06:54.239618
4a51276e-9be4-4ac2-a58f-d50212521c31,cust_222,2291.49,INR,upi,success,,3,False,0.0,,,2026-09-02T12:13:54.239618
65965509-9ba0-4986-a873-92a892887cf4,cust_2333,4688.54,INR,wallet,success,,1,False,0.0,,,2026-06-21T01:39:54.239618
b33833fa-3abe-4737-a556-1856534e4d6b,cust_332,2061.25,INR,upi,success,,1,False,0.0,,,2026-08-01T09:45:54.239618
3c18e184-7576-4197-8714-a82c9aaa11a5,cust_238,958.28,INR,upi,success,,1,False,0.0,,,2026-06-19T23:59:54.239618
a9980303-07b2-47dc-94a3-9c27d55b04b7,cust_2361,2456.8,INR,card,success,,2,False,0.0,,,2026-07-30T14:01:54.239618
6e1d4edc-3563-46c0-b263-d8dc06f10776,cust_1777,920.98,INR,upi,failed,insufficient_funds,1,True,920.98,delayed_retry,35.2,2026-07-09T13:02:54.239618
ce0cc06f-f75f-4bc1-947a-a9de602aaae0,cust_58,431.5,INR,card,success,,1,False,0.0,,,2026-06-05T00:40:54.239618
83196f1b-d7d4-4414-8bf1-9078d4f5dc3e,cust_1020,4695.74,INR,card,success,,2,False,0.0,,,2026-06-14T00:02:54.239618
9d1600cd-f10d-43c0-9f8e-f087593f9b11,cust_1572,4109.91,INR,card,success,,1,False,0.0,,,2026-06-08T19:32:54.239618
2e09d953-0d63-49cb-b94a-226caa0bec8e,cust_1222,3715.92,INR,card,success,,1,False,0.0,,,2026-07-14T03:01:54.239618
db5a58ce-5af2-407b-8701-ce858fffa3e9,cust_549,7884.35,INR,card,success,,2,False,0.0,,,2026-06-21T19:17:54.239618
d792afea-e031-4186-a510-3d7c05ee9510,cust_676,1341.4,INR,netbanking,success,,1,False,0.0,,,2026-08-09T20:11:54.239618
fd2f872c-a303-4397-b01b-d261e4b29615,cust_538,673.17,INR,card,success,,1,False,0.0,,,2026-06-15T20:43:54.239618
afbd2c14-675f-41b9-b696-d11d28b0b938,cust_1502,2291.53,INR,card,failed,expired_card,1,False,0.0,,,2026-08-13T20:29:54.239618
637e4a0e-538e-43a0-94e7-ebd866264570,cust_2433,1785.14,INR,card,success,,1,False,0.0,,,2026-08-06T10:26:54.239618
fdd3158b-22c2-4f58-9032-fbce77a2e261,cust_475,1143.6,INR,upi,success,,1,False,0.0,,,2026-07-17T20:00:54.239618
a318c103-d550-49a3-b23c-c424f08cd1f7,cust_628,2271.36,INR,upi,success,,1,False,0.0,,,2026-07-12T23:04:54.239618
637aeaca-cf56-4169-9be1-8169fb83e960,cust_414,1407.48,INR,upi,success,,1,False,0.0,,,2026-06-17T03:18:54.239618
fcc079f2-881a-4d8a-b03a-d011808f5626,cust_1716,467.59,INR,upi,success,,1,False,0.0,,,2026-06-15T00:43:54.239618
a20f1edb-3f56-430d-94b8-6f2306221b1a,cust_436,1640.8,INR,upi,success,,1,False,0.0,,,2026-08-19T08:06:54.239618
e27348cf-33c7-4c0f-bac2-9c3af5830de2,cust_2143,877.66,INR,upi,success,,1,False,0.0,,,2026-07-24T13:05:54.239618
91fa8847-15f1-44e9-b919-9dc4c38d98a7,cust_2034,3006.35,INR,card,success,,1,False,0.0,,,2026-06-05T19:31:54.239618
8960d1e1-b55e-4739-9dbb-97b87d83e1e1,cust_365,1352.31,INR,netbanking,success,,1,False,0.0,,,2026-06-12T20:27:54.239618
d638bcd1-98d1-4ec2-9c3b-bd16c1923094,cust_2096,6637.35,INR,card,failed,bank_decline,1,False,0.0,,,2026-08-02T07:14:54.239618
97738c76-9079-425c-a7cf-9c5c19cb09aa,cust_1213,10336.94,INR,netbanking,success,,1,False,0.0,,,2026-08-23T05:15:54.239618
d14f5d49-76be-466c-8c8e-b84e584a0f2d,cust_162,4498.25,INR,upi,success,,1,False,0.0,,,2026-06-15T04:51:54.239618
15c72467-53f5-4c75-9606-eee0f3f89ef5,cust_390,604.3,INR,netbanking,success,,1,False,0.0,,,2026-08-02T13:29:54.239618
3870ae2d-d10c-46b2-93d5-41dd642a79c7,cust_699,9458.57,INR,upi,failed,insufficient_funds,2,False,0.0,,,2026-06-29T01:47:54.239618
f288c83b-ad6d-434a-8357-98be0b24c18c,cust_1404,10078.39,INR,card,failed,authentication_failed,1,True,10078.39,smart_dunning_sms,38.5,2026-06-29T09:29:54.239618
c5a453fb-2349-4594-9c34-ad47ee6684e8,cust_684,2482.23,INR,upi,success,,1,False,0.0,,,2026-08-29T10:31:54.239618
f5e5f68e-830e-403f-8dc6-ff0e0047284f,cust_653,8027.54,INR,netbanking,failed,authentication_failed,2,True,8027.54,smart_dunning_sms,37.5,2026-07-26T10:32:54.239618
